generator,seed,method,edge_auc,pair_auc,precision_at_k,shd,lag_accuracy,true_edges,edge_density
switching_var,3,Granger-F,0.6946529799295236,0.7789115646258503,0.5737704918032787,52.0,0.6904761904761905,61.0,0.3630952380952381
switching_var,3,DynVAR-Lasso,0.770185383790409,0.8486394557823129,0.639344262295082,44.0,0.7857142857142857,61.0,0.3630952380952381
switching_var,3,DynGranger-F,0.7662019304427762,0.8452380952380952,0.6557377049180327,42.0,0.7857142857142857,61.0,0.3630952380952381
switching_var,3,STCG-v1,0.7884173433430366,0.8860544217687075,0.6721311475409836,40.0,0.7619047619047619,61.0,0.3630952380952381
switching_var,4,VAR-Lasso,0.8531777956556718,0.8617886178861789,0.7090909090909091,32.0,0.8292682926829268,55.0,0.3273809523809524
switching_var,4,Granger-F,0.8495575221238938,0.8634146341463415,0.7090909090909091,32.0,0.8292682926829268,55.0,0.3273809523809524
switching_var,4,DynVAR-Lasso,0.8344328238133548,0.8845528455284553,0.7090909090909091,32.0,0.8780487804878049,55.0,0.3273809523809524
switching_var,4,DynGranger-F,0.8234915526950926,0.8601626016260162,0.7090909090909091,32.0,0.8536585365853658,55.0,0.3273809523809524
switching_var,4,STCG-v1,0.8577634754625905,0.8943089430894309,0.7090909090909091,32.0,0.8292682926829268,55.0,0.3273809523809524
switching_var,5,VAR-Lasso,0.8292042657916325,0.8713450292397661,0.6981132075471698,32.0,0.7894736842105263,53.0,0.31547619047619047
switching_var,5,Granger-F,0.8298605414273995,0.8654970760233918,0.6981132075471698,32.0,0.7894736842105263,53.0,0.31547619047619047
switching_var,5,DynVAR-Lasso,0.8251025430680886,0.881578947368421,0.6792452830188679,34.0,0.7631578947368421,53.0,0.31547619047619047
switching_var,5,DynGranger-F,0.8269073010664479,0.8903508771929824,0.6792452830188679,34.0,0.7368421052631579,53.0,0.31547619047619047
switching_var,5,STCG-v1,0.8528301886792453,0.8757309941520468,0.7169811320754716,30.0,0.7894736842105263,53.0,0.31547619047619047
switching_var,6,VAR-Lasso,0.7845687811831789,0.7351778656126482,0.6086956521739131,36.0,0.7575757575757576,46.0,0.27380952380952384
switching_var,6,Granger-F,0.7769066286528866,0.7364953886693018,0.6304347826086957,34.0,0.7575757575757576,46.0,0.27380952380952384
switching_var,6,DynVAR-Lasso,0.7908054169636494,0.8168642951251647,0.6739130434782609,30.0,0.8484848484848485,46.0,0.27380952380952384
switching_var,6,DynGranger-F,0.7895580898075553,0.8234519104084321,0.6521739130434783,32.0,0.8484848484848485,46.0,0.27380952380952384
switching_var,6,STCG-v1,0.7966856735566643,0.7733860342555995,0.6521739130434783,32.0,0.8181818181818182,46.0,0.27380952380952384
switching_var,7,VAR-Lasso,0.7699011228422993,0.8263888888888888,0.5686274509803921,44.0,0.6944444444444444,51.0,0.30357142857142855
switching_var,7,Granger-F,0.7777777777777778,0.8333333333333334,0.5882352941176471,42.0,0.7222222222222222,51.0,0.30357142857142855
switching_var,7,DynVAR-Lasso,0.7161052455170103,0.7694444444444445,0.5098039215686274,50.0,0.6944444444444444,51.0,0.30357142857142855
switching_var,7,DynGranger-F,0.7129210658622424,0.7888888888888889,0.5294117647058824,48.0,0.6944444444444444,51.0,0.30357142857142855
switching_var,7,STCG-v1,0.6924752807105748,0.7597222222222222,0.49019607843137253,52.0,0.6666666666666666,51.0,0.30357142857142855
switching_var,8,VAR-Lasso,0.7123824451410659,0.6998491704374057,0.5172413793103449,56.0,0.717948717948718,58.0,0.34523809523809523
switching_var,8,Granger-F,0.7106583072100313,0.6998491704374057,0.5172413793103449,56.0,0.717948717948718,58.0,0.34523809523809523
switching_var,8,DynVAR-Lasso,0.752037617554859,0.7677224736048266,0.6379310344827587,42.0,0.7692307692307693,58.0,0.34523809523809523
switching_var,8,DynGranger-F,0.7556426332288402,0.77526395173454,0.6206896551724138,44.0,0.7435897435897436,58.0,0.34523809523809523
switching_var,8,STCG-v1,0.7647335423197492,0.803921568627451,0.6379310344827587,42.0,0.7948717948717948,58.0,0.34523809523809523
switching_var,9,VAR-Lasso,0.7142633228840125,0.7573099415204678,0.5689655172413793,50.0,0.6842105263157895,58.0,0.34523809523809523
switching_var,9,Granger-F,0.7147335423197492,0.7660818713450293,0.5689655172413793,50.0,0.6842105263157895,58.0,0.34523809523809523
switching_var,9,DynVAR-Lasso,0.7421630094043887,0.7602339181286549,0.603448275862069,46.0,0.7105263157894737,58.0,0.34523809523809523
switching_var,9,DynGranger-F,0.7501567398119122,0.7953216374269005,0.603448275862069,46.0,0.7368421052631579,58.0,0.34523809523809523
switching_var,9,STCG-v1,0.7540752351097179,0.7880116959064327,0.6206896551724138,44.0,0.7105263157894737,58.0,0.34523809523809523
switching_var,10,VAR-Lasso,0.8017227235438884,0.8187134502923976,0.660377358490566,36.0,0.8421052631578947,53.0,0.31547619047619047
switching_var,10,Granger-F,0.8018047579983593,0.8187134502923976,0.6415094339622641,38.0,0.8421052631578947,53.0,0.31547619047619047
switching_var,10,DynVAR-Lasso,0.7998359310910582,0.8026315789473685,0.6415094339622641,38.0,0.8157894736842105,53.0,0.31547619047619047
switching_var,10,DynGranger-F,0.801312551271534,0.8026315789473685,0.6415094339622641,38.0,0.7894736842105263,53.0,0.31547619047619047
switching_var,10,STCG-v1,0.8180475799835931,0.8611111111111112,0.660377358490566,36.0,0.8157894736842105,53.0,0.31547619047619047
switching_var,11,VAR-Lasso,0.8193885760257442,0.7789115646258503,0.6545454545454545,38.0,0.7857142857142857,55.0,0.3273809523809524
switching_var,11,Granger-F,0.8217216411906677,0.7789115646258503,0.6363636363636364,40.0,0.7857142857142857,55.0,0.3273809523809524
switching_var,11,DynVAR-Lasso,0.8038616251005631,0.7210884353741497,0.6545454545454545,38.0,0.7857142857142857,55.0,0.3273809523809524
switching_var,11,DynGranger-F,0.8006436041834272,0.7108843537414966,0.6363636363636364,40.0,0.7619047619047619,55.0,0.3273809523809524
switching_var,11,STCG-v1,0.829444891391794,0.8163265306122449,0.7090909090909091,32.0,0.7857142857142857,55.0,0.3273809523809524
switching_var,12,VAR-Lasso,0.8091293047433399,0.8583333333333333,0.6666666666666666,36.0,0.9166666666666666,54.0,0.32142857142857145
switching_var,12,Granger-F,0.8123781676413255,0.8555555555555555,0.6666666666666666,36.0,0.9166666666666666,54.0,0.32142857142857145
switching_var,12,DynVAR-Lasso,0.8248862897985705,0.8666666666666667,0.6296296296296297,40.0,0.8888888888888888,54.0,0.32142857142857145
switching_var,12,DynGranger-F,0.8240740740740741,0.8472222222222222,0.6481481481481481,38.0,0.8611111111111112,54.0,0.32142857142857145
switching_var,12,STCG-v1,0.8042560103963613,0.8583333333333333,0.6666666666666666,36.0,0.8333333333333334,54.0,0.32142857142857145
switching_var,13,VAR-Lasso,0.7819749216300941,0.7853658536585366,0.6379310344827587,42.0,0.7804878048780488,58.0,0.34523809523809523
switching_var,13,Granger-F,0.779153605015674,0.7869918699186992,0.6551724137931034,40.0,0.7804878048780488,58.0,0.34523809523809523
switching_var,13,DynVAR-Lasso,0.8032915360501567,0.8341463414634146,0.6379310344827587,42.0,0.8536585365853658,58.0,0.34523809523809523
switching_var,13,DynGranger-F,0.7963949843260189,0.832520325203252,0.6379310344827587,42.0,0.8292682926829268,58.0,0.34523809523809523
switching_var,13,STCG-v1,0.8147335423197493,0.7934959349593496,0.6551724137931034,40.0,0.8536585365853658,58.0,0.34523809523809523
switching_var,14,VAR-Lasso,0.7494654312188168,0.7129251700680272,0.5434782608695652,42.0,0.7142857142857143,46.0,0.27380952380952384
switching_var,14,Granger-F,0.7462580185317177,0.710204081632653,0.5434782608695652,42.0,0.7428571428571429,46.0,0.27380952380952384
switching_var,14,DynVAR-Lasso,0.8455096222380613,0.7782312925170068,0.6086956521739131,36.0,0.8285714285714286,46.0,0.27380952380952384
switching_var,14,DynGranger-F,0.8449750534568781,0.7836734693877551,0.6304347826086957,34.0,0.8,46.0,0.27380952380952384
switching_var,14,STCG-v1,0.8337491090520314,0.7387755102040816,0.6304347826086957,34.0,0.8571428571428571,46.0,0.27380952380952384
switching_var,15,VAR-Lasso,0.7638987883107626,0.7799479166666666,0.5869565217391305,38.0,0.78125,46.0,0.27380952380952384
switching_var,15,Granger-F,0.7606913756236636,0.7708333333333334,0.5869565217391305,38.0,0.78125,46.0,0.27380952380952384
switching_var,15,DynVAR-Lasso,0.7795794725588026,0.8255208333333334,0.6304347826086957,34.0,0.6875,46.0,0.27380952380952384
switching_var,15,DynGranger-F,0.7765502494654312,0.8229166666666666,0.6304347826086957,34.0,0.71875,46.0,0.27380952380952384
switching_var,15,STCG-v1,0.7927655024946543,0.7877604166666666,0.6304347826086957,34.0,0.84375,46.0,0.27380952380952384
switching_var,16,VAR-Lasso,0.7127153891859774,0.8050089445438283,0.6212121212121212,50.0,0.6744186046511628,66.0,0.39285714285714285
switching_var,16,Granger-F,0.7109328579916815,0.8014311270125224,0.6212121212121212,50.0,0.6511627906976745,66.0,0.39285714285714285
switching_var,16,DynVAR-Lasso,0.7412358882947119,0.7549194991055456,0.6212121212121212,50.0,0.7209302325581395,66.0,0.39285714285714285
switching_var,16,DynGranger-F,0.7424242424242424,0.7459749552772809,0.6363636363636364,48.0,0.7209302325581395,66.0,0.39285714285714285
switching_var,16,STCG-v1,0.7746583481877599,0.7906976744186046,0.696969696969697,40.0,0.7209302325581395,66.0,0.39285714285714285
switching_var,17,VAR-Lasso,0.7678683385579937,0.85,0.603448275862069,46.0,0.8,58.0,0.34523809523809523
switching_var,17,Granger-F,0.766614420062696,0.846875,0.603448275862069,46.0,0.825,58.0,0.34523809523809523
switching_var,17,DynVAR-Lasso,0.8018808777429467,0.9265625,0.6724137931034483,38.0,0.825,58.0,0.34523809523809523
switching_var,17,DynGranger-F,0.8092476489028213,0.9328125,0.6724137931034483,38.0,0.825,58.0,0.34523809523809523
switching_var,17,STCG-v1,0.8302507836990596,0.865625,0.7241379310344828,32.0,0.85,58.0,0.34523809523809523
switching_var,18,VAR-Lasso,0.8352826510721247,0.8523391812865497,0.6666666666666666,36.0,0.8421052631578947,54.0,0.32142857142857145
switching_var,18,Granger-F,0.833170890188434,0.8523391812865497,0.6481481481481481,38.0,0.8421052631578947,54.0,0.32142857142857145
switching_var,18,DynVAR-Lasso,0.847953216374269,0.881578947368421,0.7222222222222222,30.0,0.8157894736842105,54.0,0.32142857142857145
switching_var,18,DynGranger-F,0.8469785575048733,0.8845029239766082,0.7222222222222222,30.0,0.8157894736842105,54.0,0.32142857142857145
switching_var,18,STCG-v1,0.8786549707602339,0.9312865497076024,0.7222222222222222,30.0,0.9210526315789473,54.0,0.32142857142857145
switching_var,19,VAR-Lasso,0.757303712720633,0.8146341463414634,0.6451612903225806,44.0,0.7804878048780488,62.0,0.36904761904761907
switching_var,19,Granger-F,0.757303712720633,0.816260162601626,0.6129032258064516,48.0,0.7804878048780488,62.0,0.36904761904761907
switching_var,19,DynVAR-Lasso,0.8084297017650639,0.8260162601626017,0.6451612903225806,44.0,0.8292682926829268,62.0,0.36904761904761907
switching_var,19,DynGranger-F,0.8056908094948265,0.832520325203252,0.6774193548387096,40.0,0.8292682926829268,62.0,0.36904761904761907
switching_var,19,STCG-v1,0.8101034692635423,0.8373983739837398,0.6774193548387096,40.0,0.8536585365853658,62.0,0.36904761904761907
var,0,PCMCI-ParCorr,0.9463524130190797,0.9502551020408163,0.7272727272727273,18.0,0.9285714285714286,33.0,0.19642857142857142
var,1,PCMCI-ParCorr,0.9186224489795919,0.9127604166666666,0.8571428571428571,8.0,0.875,28.0,0.16666666666666666
var,2,PCMCI-ParCorr,0.9649175412293853,0.9719251336898396,0.8260869565217391,8.0,0.9090909090909091,23.0,0.13690476190476192
var,3,PCMCI-ParCorr,0.9020094269412057,0.8666666666666667,0.6896551724137931,18.0,0.8846153846153846,29.0,0.17261904761904762
var,4,PCMCI-ParCorr,0.8594257854821236,0.8802083333333334,0.6923076923076923,16.0,0.8333333333333334,26.0,0.15476190476190477
var,5,PCMCI-ParCorr,0.9447337962962963,0.9069444444444444,0.6666666666666666,16.0,0.85,24.0,0.14285714285714285
var,6,PCMCI-ParCorr,0.9130069930069931,0.8979591836734694,0.68,16.0,0.8571428571428571,25.0,0.1488095238095238
var,7,PCMCI-ParCorr,0.9465091299677766,0.9450830140485313,0.7714285714285715,16.0,0.9629629629629629,35.0,0.20833333333333334
var,8,PCMCI-ParCorr,0.9135265700483092,0.9244791666666666,0.7333333333333333,16.0,0.8333333333333334,30.0,0.17857142857142858
var,9,PCMCI-ParCorr,0.8424770426183188,0.8919631093544137,0.7096774193548387,18.0,0.7391304347826086,31.0,0.18452380952380953
var,10,PCMCI-ParCorr,0.9694864797816919,0.982620320855615,0.8275862068965517,10.0,0.9545454545454546,29.0,0.17261904761904762
var,11,PCMCI-ParCorr,0.9374493927125506,0.9433465085638999,0.8157894736842105,14.0,0.9090909090909091,38.0,0.2261904761904762
var,12,PCMCI-ParCorr,0.9206392199349945,0.9306122448979591,0.7692307692307693,12.0,1.0,26.0,0.15476190476190477
var,13,PCMCI-ParCorr,0.9343065693430657,0.9346153846153846,0.8064516129032258,12.0,0.9230769230769231,31.0,0.18452380952380953
var,14,PCMCI-ParCorr,0.8957184134489099,0.8695652173913043,0.6666666666666666,18.0,0.8260869565217391,27.0,0.16071428571428573
var,15,PCMCI-ParCorr,0.8871527777777778,0.8245614035087719,0.6666666666666666,16.0,0.7777777777777778,24.0,0.14285714285714285
var,16,PCMCI-ParCorr,0.932093023255814,0.9322916666666666,0.7906976744186046,18.0,0.875,43.0,0.25595238095238093
var,17,PCMCI-ParCorr,0.9334942932396839,0.8825031928480205,0.7352941176470589,18.0,0.8275862068965517,34.0,0.20238095238095238
var,18,PCMCI-ParCorr,0.9656227925594537,0.9703225806451613,0.8387096774193549,10.0,0.92,31.0,0.18452380952380953
var,19,PCMCI-ParCorr,0.876047261009667,0.8825031928480205,0.7142857142857143,20.0,0.7777777777777778,35.0,0.20833333333333334
nonlinear_var,0,PCMCI-ParCorr,0.9398428731762065,0.9795918367346939,0.8181818181818182,12.0,0.8214285714285714,33.0,0.19642857142857142
nonlinear_var,1,PCMCI-ParCorr,0.9979591836734694,0.9908854166666666,0.9642857142857143,2.0,1.0,28.0,0.16666666666666666
nonlinear_var,2,PCMCI-ParCorr,1.0,1.0,1.0,0.0,1.0,23.0,0.13690476190476192
nonlinear_var,3,PCMCI-ParCorr,0.9987596129992558,0.9948717948717949,0.9655172413793104,2.0,1.0,29.0,0.17261904761904762
nonlinear_var,4,PCMCI-ParCorr,1.0,1.0,1.0,0.0,1.0,26.0,0.15476190476190477
nonlinear_var,5,PCMCI-ParCorr,0.9997106481481481,1.0,0.9583333333333334,2.0,1.0,24.0,0.14285714285714285
nonlinear_var,6,PCMCI-ParCorr,0.9779020979020979,0.9850340136054422,0.84,8.0,0.9523809523809523,25.0,0.1488095238095238
nonlinear_var,7,PCMCI-ParCorr,1.0,1.0,1.0,0.0,1.0,35.0,0.20833333333333334
nonlinear_var,8,PCMCI-ParCorr,0.9792270531400966,0.99609375,0.9666666666666667,2.0,0.9583333333333334,30.0,0.17857142857142858
nonlinear_var,9,PCMCI-ParCorr,0.9922298092771368,0.994729907773386,0.9354838709677419,4.0,1.0,31.0,0.18452380952380953
nonlinear_var,10,PCMCI-ParCorr,0.9990076903994046,0.9986631016042781,0.9655172413793104,2.0,1.0,29.0,0.17261904761904762
nonlinear_var,11,PCMCI-ParCorr,0.9368421052631579,0.9538866930171278,0.7894736842105263,16.0,0.8787878787878788,38.0,0.2261904761904762
nonlinear_var,12,PCMCI-ParCorr,0.9964788732394366,0.9972789115646259,0.9230769230769231,4.0,1.0,26.0,0.15476190476190477
nonlinear_var,13,PCMCI-ParCorr,0.9992936190251942,0.9961538461538462,0.967741935483871,2.0,1.0,31.0,0.18452380952380953
nonlinear_var,14,PCMCI-ParCorr,0.9978986078276858,0.9920948616600791,0.9259259259259259,4.0,1.0,27.0,0.16071428571428573
nonlinear_var,15,PCMCI-ParCorr,0.9701967592592593,0.9590643274853801,0.9166666666666666,4.0,0.9444444444444444,24.0,0.14285714285714285
nonlinear_var,16,PCMCI-ParCorr,0.9317209302325581,0.9348958333333334,0.813953488372093,16.0,0.96875,43.0,0.25595238095238093
nonlinear_var,17,PCMCI-ParCorr,0.9730026338893767,0.9527458492975734,0.8823529411764706,8.0,0.9310344827586207,34.0,0.20238095238095238
nonlinear_var,18,PCMCI-ParCorr,0.9969390157758418,0.9883870967741936,0.9354838709677419,4.0,1.0,31.0,0.18452380952380953
nonlinear_var,19,PCMCI-ParCorr,0.9845327604726101,0.9757343550446999,0.9142857142857143,6.0,0.9629629629629629,35.0,0.20833333333333334
switching_var,0,PCMCI-ParCorr,0.8163265306122449,0.8194444444444444,0.6326530612244898,36.0,0.7777777777777778,49.0,0.2916666666666667
switching_var,1,PCMCI-ParCorr,0.7833008447043535,0.8569105691056911,0.6296296296296297,40.0,0.7073170731707317,54.0,0.32142857142857145
switching_var,2,PCMCI-ParCorr,0.8368700265251989,0.8171875,0.6923076923076923,32.0,0.75,52.0,0.30952380952380953
switching_var,3,PCMCI-ParCorr,0.7176344415504826,0.8010204081632653,0.6229508196721312,46.0,0.7142857142857143,61.0,0.3630952380952381
switching_var,4,PCMCI-ParCorr,0.8650040225261464,0.8813008130081301,0.7090909090909091,32.0,0.8048780487804879,55.0,0.3273809523809524
switching_var,5,PCMCI-ParCorr,0.816735028712059,0.8640350877192983,0.6415094339622641,38.0,0.7631578947368421,53.0,0.31547619047619047
switching_var,6,PCMCI-ParCorr,0.7744119743406985,0.7549407114624506,0.6086956521739131,36.0,0.7575757575757576,46.0,0.27380952380952384
switching_var,7,PCMCI-ParCorr,0.7663817663817664,0.8486111111111111,0.5882352941176471,42.0,0.7222222222222222,51.0,0.30357142857142855
switching_var,8,PCMCI-ParCorr,0.6920062695924765,0.7134238310708899,0.5344827586206896,54.0,0.7692307692307693,58.0,0.34523809523809523
switching_var,9,PCMCI-ParCorr,0.7206896551724138,0.7807017543859649,0.5344827586206896,54.0,0.7105263157894737,58.0,0.34523809523809523
switching_var,10,PCMCI-ParCorr,0.8091878589007383,0.8230994152046783,0.6415094339622641,38.0,0.8157894736842105,53.0,0.31547619047619047
switching_var,11,PCMCI-ParCorr,0.7945293644408689,0.7721088435374149,0.6545454545454545,38.0,0.7380952380952381,55.0,0.3273809523809524
switching_var,12,PCMCI-ParCorr,0.8094541910331384,0.8611111111111112,0.6481481481481481,38.0,0.9166666666666666,54.0,0.32142857142857145
switching_var,13,PCMCI-ParCorr,0.7755485893416928,0.7821138211382114,0.6379310344827587,42.0,0.7317073170731707,58.0,0.34523809523809523
switching_var,14,PCMCI-ParCorr,0.7558802565930149,0.7183673469387755,0.5652173913043478,40.0,0.6857142857142857,46.0,0.27380952380952384
switching_var,15,PCMCI-ParCorr,0.7804704205274412,0.7669270833333334,0.6086956521739131,36.0,0.71875,46.0,0.27380952380952384
switching_var,16,PCMCI-ParCorr,0.7269756387403447,0.8246869409660107,0.6060606060606061,52.0,0.7209302325581395,66.0,0.39285714285714285
switching_var,17,PCMCI-ParCorr,0.7496865203761756,0.828125,0.603448275862069,46.0,0.8,58.0,0.34523809523809523
switching_var,18,PCMCI-ParCorr,0.8391812865497076,0.8742690058479532,0.6481481481481481,38.0,0.8421052631578947,54.0,0.32142857142857145
switching_var,19,PCMCI-ParCorr,0.7506086427267195,0.8,0.6129032258064516,48.0,0.7560975609756098,62.0,0.36904761904761907
