dataset,seed,window_id,start,end,center,true_label,label_purity,inferred_state,aligned_state_label,match
OccupancySensors,4,6,900,1200,1050.0,1,0.5233333333333333,0,0,0
OccupancySensors,4,7,1050,1350,1200.0,1,0.98,0,0,0
OccupancySensors,4,8,1200,1500,1350.0,1,0.8933333333333333,0,0,0
OccupancySensors,4,9,1350,1650,1500.0,1,0.9066666666666666,0,0,0
OccupancySensors,4,10,1500,1800,1650.0,1,0.58,0,0,0
OccupancySensors,4,11,1650,1950,1800.0,0,0.92,0,0,1
OccupancySensors,4,12,1800,2100,1950.0,0,1.0,0,0,1
OccupancySensors,4,13,1950,2250,2100.0,0,1.0,0,0,1
OccupancySensors,4,14,2100,2400,2250.0,0,1.0,0,0,1
OccupancySensors,4,15,2250,2550,2400.0,0,0.8033333333333333,0,0,1
OccupancySensors,4,16,2400,2700,2550.0,1,0.62,0,0,0
OccupancySensors,4,17,2550,2850,2700.0,0,0.5766666666666667,0,0,1
OccupancySensors,4,18,2700,3000,2850.0,0,1.0,0,0,1
OccupancySensors,4,19,2850,3150,3000.0,0,1.0,0,0,1
OccupancySensors,4,20,3000,3300,3150.0,0,1.0,0,0,1
OccupancySensors,4,21,3150,3450,3300.0,0,1.0,0,0,1
OccupancySensors,4,22,3300,3600,3450.0,0,0.6533333333333333,0,0,1
OccupancySensors,4,23,3450,3750,3600.0,1,0.8333333333333334,0,0,0
OccupancySensors,4,24,3600,3900,3750.0,1,0.72,0,0,0
OccupancySensors,4,25,3750,4050,3900.0,1,0.7333333333333333,0,0,0
OccupancySensors,4,26,3900,4200,4050.0,1,0.73,0,0,0
OccupancySensors,4,27,4050,4350,4200.0,0,0.77,0,0,1
OccupancySensors,4,28,4200,4500,4350.0,0,1.0,0,0,1
OccupancySensors,4,29,4350,4650,4500.0,0,1.0,0,0,1
OccupancySensors,4,30,4500,4800,4650.0,0,1.0,0,0,1
OccupancySensors,4,31,4650,4950,4800.0,0,0.9733333333333334,0,0,1
OccupancySensors,4,32,4800,5100,4950.0,1,0.5266666666666666,0,0,0
OccupancySensors,4,33,4950,5250,5100.0,1,0.98,0,0,0
OccupancySensors,4,34,5100,5400,5250.0,1,0.89,0,0,0
OccupancySensors,4,35,5250,5550,5400.0,1,0.91,0,0,0
OccupancySensors,4,36,5400,5700,5550.0,1,0.5366666666666666,0,0,0
OccupancySensors,4,37,5550,5850,5700.0,0,0.9633333333333334,0,0,1
OccupancySensors,4,38,5700,6000,5850.0,0,1.0,0,0,1
OccupancySensors,4,39,5850,6150,6000.0,0,1.0,0,0,1
OccupancySensors,4,40,6000,6300,6150.0,0,1.0,0,0,1
OccupancySensors,4,41,6150,6450,6300.0,0,1.0,0,0,1
OccupancySensors,4,42,6300,6600,6450.0,0,1.0,0,0,1
OccupancySensors,4,43,6450,6750,6600.0,0,1.0,0,0,1
OccupancySensors,4,44,6600,6900,6750.0,0,1.0,0,0,1
OccupancySensors,4,45,6750,7050,6900.0,0,1.0,0,0,1
OccupancySensors,4,46,6900,7200,7050.0,0,1.0,0,0,1
OccupancySensors,4,47,7050,7350,7200.0,0,1.0,0,0,1
OccupancySensors,4,48,7200,7500,7350.0,0,1.0,0,0,1
OccupancySensors,4,49,7350,7650,7500.0,0,1.0,0,0,1
OccupancySensors,4,50,7500,7800,7650.0,0,1.0,0,0,1
OccupancySensors,4,51,7650,7950,7800.0,0,1.0,0,0,1
OccupancySensors,4,52,7800,8100,7950.0,0,1.0,0,0,1
OccupancySensors,4,53,7950,8250,8100.0,0,1.0,0,0,1
OccupancySensors,4,54,8100,8400,8250.0,0,1.0,0,0,1
OccupancySensors,4,55,8250,8550,8400.0,0,1.0,0,0,1
OccupancySensors,4,56,8400,8700,8550.0,0,1.0,0,0,1
OccupancySensors,4,57,8550,8850,8700.0,0,1.0,0,0,1
OccupancySensors,4,58,8700,9000,8850.0,0,1.0,0,0,1
OccupancySensors,4,59,8850,9150,9000.0,0,1.0,0,0,1
OccupancySensors,4,60,9000,9300,9150.0,0,1.0,0,0,1
OccupancySensors,4,61,9150,9450,9300.0,0,0.5733333333333334,0,0,1
OccupancySensors,4,62,9300,9600,9450.0,1,0.88,0,0,0
OccupancySensors,4,63,9450,9750,9600.0,1,0.9233333333333333,0,0,0
OccupancySensors,4,64,9600,9900,9750.0,1,0.9,0,0,0
OccupancySensors,4,65,9750,10050,9900.0,0,0.57,0,0,1
OccupancySensors,4,66,9900,10200,10050.0,0,1.0,0,0,1
OccupancySensors,4,67,10050,10350,10200.0,0,1.0,0,0,1
OccupancySensors,4,68,10200,10500,10350.0,0,1.0,0,0,1
OccupancySensors,4,69,10350,10650,10500.0,0,1.0,0,0,1
OccupancySensors,4,70,10500,10800,10650.0,0,0.8466666666666667,0,0,1
OccupancySensors,4,71,10650,10950,10800.0,1,0.6433333333333333,0,0,0
OccupancySensors,4,72,10800,11100,10950.0,1,0.74,0,0,0
OccupancySensors,4,73,10950,11250,11100.0,0,0.75,0,0,1
OccupancySensors,4,74,11100,11400,11250.0,0,1.0,0,0,1
OccupancySensors,4,75,11250,11550,11400.0,0,1.0,0,0,1
OccupancySensors,4,76,11400,11700,11550.0,0,1.0,0,0,1
OccupancySensors,4,77,11550,11850,11700.0,0,1.0,0,0,1
OccupancySensors,4,78,11700,12000,11850.0,0,0.5866666666666667,0,0,1
OccupancySensors,4,79,11850,12150,12000.0,0,0.54,0,0,1
OccupancySensors,4,80,12000,12300,12150.0,0,0.9166666666666666,0,0,1
OccupancySensors,4,81,12150,12450,12300.0,0,0.6466666666666666,0,0,1
OccupancySensors,4,82,12300,12600,12450.0,0,0.6833333333333333,0,0,1
OccupancySensors,4,83,12450,12750,12600.0,0,1.0,0,0,1
OccupancySensors,4,84,12600,12900,12750.0,0,1.0,0,0,1
OccupancySensors,4,85,12750,13050,12900.0,0,1.0,0,0,1
OccupancySensors,4,86,12900,13200,13050.0,0,1.0,0,0,1
OccupancySensors,4,87,13050,13350,13200.0,0,0.9633333333333334,0,0,1
OccupancySensors,4,88,13200,13500,13350.0,1,0.5166666666666667,0,0,0
OccupancySensors,4,89,13350,13650,13500.0,1,0.83,0,0,0
OccupancySensors,4,90,13500,13800,13650.0,1,0.85,0,0,0
OccupancySensors,4,91,13650,13950,13800.0,1,0.78,0,0,0
OccupancySensors,4,92,13800,14100,13950.0,0,0.72,0,0,1
OccupancySensors,4,93,13950,14250,14100.0,0,1.0,0,0,1
OccupancySensors,4,94,14092,14392,14242.0,0,1.0,0,0,1
